task_id	hash	name	process	tag	status	exit	attempt	realtime	duration	%cpu	peak_rss	peak_vmem	rss	vmem	rchar	wchar
266	39/d39270	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.actinn_jax.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.actinn_jax.accuracy	COMPLETED	0	1	715ms	1.1s	581.4%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
267	d3/5608e7	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.actinn_jax.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.actinn_jax.f1	COMPLETED	0	1	714ms	1.1s	581.7%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
268	54/242e48	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.logistic_regression.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.logistic_regression.f1	COMPLETED	0	1	720ms	1.1s	579.2%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
269	45/681dc8	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.majority_vote.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.majority_vote.accuracy	COMPLETED	0	1	725ms	1.1s	573.9%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
270	72/70dceb	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.majority_vote.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.majority_vote.accuracy	COMPLETED	0	1	715ms	1.1s	581.2%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
271	22/a063a3	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.majority_vote.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.majority_vote.accuracy	COMPLETED	0	1	726ms	1.1s	574.5%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
272	d0/e0c87f	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.majority_vote.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.majority_vote.f1	COMPLETED	0	1	713ms	1.1s	582.2%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
273	f4/b5f6f5	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.knn.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.knn.accuracy	COMPLETED	0	1	716ms	1.1s	579.9%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16 KB
274	ce/08f837	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.knn.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.knn.f1	COMPLETED	0	1	718ms	1.1s	578.9%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16.1 KB
275	61/86eb14	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.naive_bayes.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.naive_bayes.f1	COMPLETED	0	1	726ms	1.1s	573.6%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
276	a9/28a681	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.naive_bayes.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.naive_bayes.accuracy	COMPLETED	0	1	718ms	1.1s	579.6%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
277	32/79bd28	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.naive_bayes.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.naive_bayes.accuracy	COMPLETED	0	1	725ms	1.1s	575.7%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
278	2d/9e681f	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.naive_bayes.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.naive_bayes.f1	COMPLETED	0	1	721ms	1.1s	575.6%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
279	ba/b4c4b5	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.xgboost.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.xgboost.accuracy	COMPLETED	0	1	719ms	1.1s	579.6%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
280	38/87f45d	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.xgboost.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.xgboost.f1	COMPLETED	0	1	721ms	1.1s	577.6%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
281	07/92bd3e	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.cellmapper_linear.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.cellmapper_linear.f1	COMPLETED	0	1	722ms	1.1s	576.6%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
282	83/0f9c1c	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.cellmapper_linear.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.cellmapper_linear.accuracy	COMPLETED	0	1	720ms	1.1s	578.3%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
283	8b/57dc83	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.cellmapper_linear.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.cellmapper_linear.accuracy	COMPLETED	0	1	726ms	1.1s	575.2%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
284	6c/870d81	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.cellmapper_linear.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.cellmapper_linear.f1	COMPLETED	0	1	716ms	1.1s	581.3%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16.2 KB
285	05/e330f2	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.actinn_jax.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.actinn_jax.f1	COMPLETED	0	1	727ms	1.1s	571.7%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.2 KB
286	06/7189ea	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.actinn_jax.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.actinn_jax.accuracy	COMPLETED	0	1	717ms	1.1s	579.8%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
287	f2/9a84c1	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.knn.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.knn.accuracy	COMPLETED	0	1	713ms	1.1s	581.7%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16 KB
288	43/f0b2bc	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.knn.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.knn.f1	COMPLETED	0	1	716ms	1.1s	577.7%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16 KB
289	2c/8ce0a4	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.actinn_jax.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.actinn_jax.accuracy	COMPLETED	0	1	729ms	1.1s	572.5%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
290	be/fc4b24	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.actinn_jax.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.actinn_jax.f1	COMPLETED	0	1	721ms	1.1s	576.8%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
291	5a/c69dec	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.actinn_jax.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.actinn_jax.f1	COMPLETED	0	1	721ms	1.1s	577.3%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
292	32/4bbfd9	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.actinn_jax.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.actinn_jax.accuracy	COMPLETED	0	1	731ms	1.1s	570.8%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
293	3d/ff2848	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.logistic_regression.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.logistic_regression.f1	COMPLETED	0	1	719ms	1.1s	579.1%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
294	20/900991	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.logistic_regression.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.logistic_regression.accuracy	COMPLETED	0	1	721ms	1.1s	577.1%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
295	51/3804b0	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.logistic_regression.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.logistic_regression.accuracy	COMPLETED	0	1	721ms	1.1s	577.8%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
296	fe/79e971	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.logistic_regression.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.logistic_regression.f1	COMPLETED	0	1	721ms	1.1s	577.3%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
297	3f/dfa21d	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.naive_bayes.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.naive_bayes.f1	COMPLETED	0	1	715ms	1.1s	580.9%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
298	f7/d89b12	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.naive_bayes.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.naive_bayes.accuracy	COMPLETED	0	1	717ms	1.1s	580.2%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
299	c5/93bad4	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.xgboost.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.xgboost.f1	COMPLETED	0	1	717ms	1.1s	579.8%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
300	6c/1ac52a	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.xgboost.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.xgboost.accuracy	COMPLETED	0	1	720ms	1.1s	578.3%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16 KB
301	84/fe70b6	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.mlp.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.mlp.accuracy	COMPLETED	0	1	723ms	1.1s	577.2%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16 KB
302	05/62531b	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.mlp.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.mlp.f1	COMPLETED	0	1	723ms	1.1s	576.3%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16 KB
303	08/c42a2e	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.mlp.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.mlp.accuracy	COMPLETED	0	1	727ms	1.1s	573.4%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16 KB
304	09/512aab	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.mlp.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.mlp.f1	COMPLETED	0	1	722ms	1.1s	578.1%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
305	a5/340165	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.mlp.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.mlp.accuracy	COMPLETED	0	1	719ms	1.1s	578.3%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
306	93/0504c2	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.mlp.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.mlp.f1	COMPLETED	0	1	714ms	1.1s	582.3%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
308	d0/befa0c	auto:run_benchmark:publishStatesSimpleWf:publishStatesProc (output)	auto:run_benchmark:publishStatesSimpleWf:publishStatesProc	output	COMPLETED	0	1	6ms	2.9s	173.0%	0	0	0	0	70.8 KB	728 B
307	da/b6c3aa	auto:run_benchmark:publishFilesSimpleWf:publishFilesProc (output)	auto:run_benchmark:publishFilesSimpleWf:publishFilesProc	output	COMPLETED	0	1	12ms	2.9s	114.3%	3.2 MB	4.3 MB	3.2 MB	4.3 MB	118.6 KB	279 B
