dataset,repeat,method,tier,device,n_ref,n_query,fit_s,predict_s,peak_mem_mb,n,pct_rejected,accuracy,macro_f1,kappa,ontology_concordance
liver_cross,1,linear-anova-pca,classical,cpu,5400,3396,2.970300709013827,0.2803767090081237,3197.485056,3396,0.0,0.6778563015312132,0.5757325130644649,0.6645754530621737,0.7176089517078916
liver_cross,2,linear-anova-pca,classical,cpu,5400,3396,3.000061375030782,0.2786873749573715,3196.993536,3396,0.0,0.6778563015312132,0.5757325130644649,0.6645754530621737,0.7176089517078916
liver_cross,0,sctop,classical,cpu,5400,3396,1.074303500005044,1.0676860410021618,1850.343424,3396,0.0,0.5135453474676089,0.454682220862707,0.4930524813689608,0.5580094228504122
liver_cross,1,sctop,classical,cpu,5400,3396,1.016926041978877,1.1038452089997008,1850.376192,3396,0.0,0.5135453474676089,0.454682220862707,0.4930524813689608,0.5580094228504122
liver_cross,2,sctop,classical,cpu,5400,3396,1.0326889170100912,1.0809986250242218,1852.194816,3396,0.0,0.5135453474676089,0.454682220862707,0.4930524813689608,0.5580094228504122
liver_cross,0,protocloud,deep,cpu,5400,3396,99.81044420902616,1.2301967919920571,1773.32224,3396,0.2361601884570082,0.6017733230531996,0.4802391124555517,0.5857908882410672,0.6353122590593677
liver_cross,1,protocloud,deep,cpu,5400,3396,98.40547108300962,1.314543542044703,1802.07616,3396,0.2361601884570082,0.6017733230531996,0.4802391124555517,0.5857908882410672,0.6353122590593677
liver_cross,2,protocloud,deep,cpu,5400,3396,99.58288362500024,1.3076664590043947,1800.077312,3396,0.2361601884570082,0.6017733230531996,0.4802391124555517,0.5857908882410672,0.6353122590593677
liver_intra,0,linear-anova-pca,classical,cpu,4068,1332,2.6206846249988303,0.1218027909635566,2636.054528,1332,0.0,0.8040540540540541,0.8043906682242793,0.7984555984555984,0.8506006006006006
liver_intra,1,linear-anova-pca,classical,cpu,4068,1332,2.5138764159637503,0.1072242920054122,2655.223808,1332,0.0,0.8040540540540541,0.8043906682242793,0.7984555984555984,0.8506006006006006
liver_intra,2,linear-anova-pca,classical,cpu,4068,1332,2.4779716670163907,0.107919416972436,2631.401472,1332,0.0,0.8040540540540541,0.8043906682242793,0.7984555984555984,0.8506006006006006
liver_intra,0,sctop,classical,cpu,4068,1332,1.0129121250356548,0.7908456249861047,1354.235904,1332,0.0,0.6493993993993994,0.6440352825611261,0.6393822393822394,0.7057057057057057
liver_intra,1,sctop,classical,cpu,4068,1332,0.9969580420292914,0.7998244999907911,1353.48224,1332,0.0,0.6493993993993994,0.6440352825611261,0.6393822393822394,0.7057057057057057
liver_intra,2,sctop,classical,cpu,4068,1332,0.9795226669521072,0.7774749580421485,1350.483968,1332,0.0,0.6493993993993994,0.6440352825611261,0.6393822393822394,0.7057057057057057
liver_intra,0,protocloud,deep,cpu,4068,1332,81.0030428749742,0.585772915976122,1571.6352,1332,0.1321321321321321,0.6946366782006921,0.6890717333572727,0.6858654542683232,0.7378892733564014
liver_intra,1,protocloud,deep,cpu,4068,1332,79.14488575002179,0.6722335409722291,1532.116992,1332,0.1321321321321321,0.6946366782006921,0.6890717333572727,0.6858654542683232,0.7378892733564014
liver_intra,2,protocloud,deep,cpu,4068,1332,82.04367420799099,0.5871946249972098,1549.238272,1332,0.1321321321321321,0.6946366782006921,0.6890717333572727,0.6858654542683232,0.7378892733564014
blood_gut_intra,0,linear-anova-pca,classical,cpu,7692,2563,4.481582917040214,0.2828219169750809,5538.217984,2563,0.0,0.9024580569644948,0.9029416252798058,0.9013066491362426,
blood_gut_intra,1,linear-anova-pca,classical,cpu,7692,2563,4.2178636669996195,0.2562115410109982,5539.397632,2563,0.0,0.9024580569644948,0.9029416252798058,0.9013066491362426,
blood_gut_intra,2,linear-anova-pca,classical,cpu,7692,2563,9.4495853750268,0.2452770420350134,5539.807232,2563,0.0,0.9024580569644948,0.9029416252798058,0.9013066491362426,
blood_gut_intra,0,sctop,classical,cpu,7692,2563,1.1590369169716723,1.1000847920076922,2084.667392,2563,0.0,0.794771751853297,0.7888108097402141,0.7923491897826543,
blood_gut_intra,1,sctop,classical,cpu,7692,2563,1.106955915980507,1.092295333975926,2079.5392,2563,0.0,0.794771751853297,0.7888108097402141,0.7923491897826543,
blood_gut_intra,2,sctop,classical,cpu,7692,2563,1.1012249159975909,1.0590734160505235,2079.555584,2563,0.0,0.794771751853297,0.7888108097402141,0.7923491897826543,
blood_gut_intra,0,protocloud,deep,cpu,7692,2563,161.0567098330357,0.9542391249560752,1981.923328,2563,0.1720639875146312,0.8407163053722903,0.838650679498657,0.8388248557709918,
blood_gut_intra,1,protocloud,deep,cpu,7692,2563,165.51789012504742,0.949295207974501,1981.104128,2563,0.1720639875146312,0.8407163053722903,0.838650679498657,0.8388248557709918,
blood_gut_intra,2,protocloud,deep,cpu,7692,2563,163.266339875001,0.9635285830008796,1985.757184,2563,0.1720639875146312,0.8407163053722903,0.838650679498657,0.8388248557709918,
lung_intra,0,linear-anova-pca,classical,cpu,8109,2694,4.193101208016742,0.2771044999826699,5305.155584,2694,0.0,0.8982925018559762,0.9042872538337652,0.8956009040917918,0.9216778025241276
lung_intra,1,linear-anova-pca,classical,cpu,8109,2694,3.862897875020281,0.2318955830414779,5304.23808,2694,0.0,0.8982925018559762,0.9042872538337652,0.8956009040917918,0.9216778025241276
lung_intra,2,linear-anova-pca,classical,cpu,8109,2694,3.871963499987032,0.233210791950114,5304.598528,2694,0.0,0.8982925018559762,0.9042872538337652,0.8956009040917918,0.9216778025241276
lung_intra,0,sctop,classical,cpu,8109,2694,0.9976954580051824,0.840407833980862,1599.127552,2694,0.0,0.8277654046028211,0.8298296109642141,0.823328332882473,0.8760207869339273
lung_intra,1,sctop,classical,cpu,8109,2694,0.9663211670122108,0.8512678749975748,1586.151424,2694,0.0,0.8277654046028211,0.8298296109642141,0.823328332882473,0.8760207869339273
lung_intra,2,sctop,classical,cpu,8109,2694,0.9642699160031044,0.8505617919727229,1591.312384,2694,0.0,0.8277654046028211,0.8298296109642141,0.823328332882473,0.8760207869339273
lung_intra,0,protocloud,deep,cpu,8109,2694,173.4499401670182,1.0584997499827296,1947.205632,2694,0.1852264291017075,0.9316628701594531,0.9318790757220204,0.9298590427724563,0.94624145785877
lung_intra,1,protocloud,deep,cpu,8109,2694,175.48506724997424,1.0755989999743178,1944.764416,2694,0.1852264291017075,0.9316628701594531,0.9318790757220204,0.9298590427724563,0.94624145785877
lung_intra,2,protocloud,deep,cpu,8109,2694,170.81298162502935,1.087328375026118,1946.124288,2694,0.1852264291017075,0.9316628701594531,0.9318790757220204,0.9298590427724563,0.94624145785877
lung_cross,0,linear-anova-pca,classical,cpu,14390,13550,7.327675250009634,1.1949902920168824,7940.866048,13550,0.0,0.3546125461254613,0.1789996026399626,0.3450886235494148,0.7430996309963099
lung_cross,1,linear-anova-pca,classical,cpu,14390,13550,6.550841541029513,1.110359582991805,8402.337792,13550,0.0,0.3546125461254613,0.1789996026399626,0.3450886235494148,0.7430996309963099
lung_cross,2,linear-anova-pca,classical,cpu,14390,13550,6.522559457982425,1.091617625032086,8403.02592,13550,0.0,0.3546125461254613,0.1789996026399626,0.3450886235494148,0.7430996309963099
lung_cross,0,sctop,classical,cpu,14390,13550,1.145543250022456,2.106932250026148,4182.91712,13550,0.0,0.3340959409594096,0.1566967203043613,0.3232097484291769,0.6729151291512915
lung_cross,1,sctop,classical,cpu,14390,13550,1.1083187920157798,2.1003445829846896,4182.523904,13550,0.0,0.3340959409594096,0.1566967203043613,0.3232097484291769,0.6729151291512915
lung_cross,2,sctop,classical,cpu,14390,13550,1.1172371249995194,2.0672992919571698,4183.457792,13550,0.0,0.3340959409594096,0.1566967203043613,0.3232097484291769,0.6729151291512915
lung_cross,0,protocloud,deep,cpu,14390,13550,345.4119749160018,4.319244083017111,3018.031104,13550,0.222140221402214,0.3744781783681214,0.1868099297194947,0.3650801163293073,0.7907020872865275
lung_cross,1,protocloud,deep,cpu,14390,13550,307.5815253750188,4.230389374948572,3005.464576,13550,0.222140221402214,0.3744781783681214,0.1868099297194947,0.3650801163293073,0.7907020872865275
lung_cross,2,protocloud,deep,cpu,14390,13550,301.03951283404604,4.1449367080349475,3003.645952,13550,0.222140221402214,0.3744781783681214,0.1868099297194947,0.3650801163293073,0.7907020872865275
